,scaling factor,time (sec),accel = sin(t/tscale)*ascale,sine argument,vel = (-cos(t/tscale)+1)*vscale,RR vel (m/s),err vel,pos = (-tscale(sin(t/tscale))+t)*vscale,RR pos (meters),error vel,error pos,time (min),vel Km/hr,pos Km,,,,,,,,,,,,,,,,,
,,452.0000000,0.236583310872551,1.5777776,68.250952086862000,68.369174440854500,-0.1182224,11219.125674575300000,11287.444026642300000,-0.1182224,68.4873968,7.5333333,246.1290280,11.2874440,,,,,,,,,,,,,,,,,
,,453.0000000,0.236576104052283,1.5812683,68.487532034545700,68.605750544906800,-0.1182185,11287.494917236500000,11356.049777187200000,-0.1182185,68.7239691,7.5500000,246.9807020,11.3560498,,,,,,,,,,,,,,,,,
,,454.0000000,0.236566014626846,1.5847590,68.724103334097700,68.842316559533600,-0.1182132,11356.100735761600000,11424.892093746700000,-0.1182132,68.9605298,7.5666667,247.8323396,11.4248921,,,,,,,,,,,,,,,,,
,,455.0000000,0.236553042719176,1.5882496,68.960663102971600,69.078869602252800,-0.1182065,11424.943120061200000,11493.970963349000000,-0.1182065,69.1970761,7.5833333,248.6839306,11.4939710,,,,,,,,,,,,,,,,,
,,456.0000000,0.236537188487332,1.5917403,69.197208458761000,69.315406790740100,-0.1181983,11494.022057163200000,11563.286370139700000,-0.1181983,69.4336051,7.6000000,249.5354644,11.5632864,,,,,,,,,,,,,,,,,
,,457.0000000,0.236518452124494,1.5952309,69.433736519235500,69.551925242864600,-0.1181887,11563.337531213600000,11632.838295382600000,-0.1181887,69.6701140,7.6166667,250.3869309,11.6328383,,,,,,,,,,,,,,,,,
,,458.0000000,0.236496833858956,1.5987216,69.670244402375300,69.788422076723600,-0.1181777,11632.889523475900000,11702.626717459300000,-0.1181777,69.9065998,7.6333333,251.2383195,11.7026267,,,,,,,,,,,,,,,,,
,,459.0000000,0.236472333954132,1.6022123,69.906729226406600,70.024894410677700,-0.1181652,11702.678012332000000,11772.651611870000000,-0.1181652,70.1430596,7.6500000,252.0896199,11.7726516,,,,,,,,,,,,,,,,,
,,460.0000000,0.236444952708545,1.6057029,70.143188109836300,70.261339363386200,-0.1181513,11772.702973281900000,11842.912951233300000,-0.1181513,70.3794906,7.6666667,252.9408217,11.8429130,,,,,,,,,,,,,,,,,
,,461.0000000,0.236414690455827,1.6091936,70.379618171487600,70.497754053842100,-0.1181359,11842.964378944400000,11913.410705287200000,-0.1181359,70.6158899,7.6833333,253.7919146,11.9134107,,,,,,,,,,,,,,,,,
,,462.0000000,0.236381547564713,1.6126842,70.616016530534800,70.734135601406800,-0.1181191,11913.462199057300000,11984.144840888600000,-0.1181191,70.8522547,7.7000000,254.6428882,11.9841448,,,,,,,,,,,,,,,,,
,,463.0000000,0.236345524439040,1.6161749,70.852380306538400,70.970481125845800,-0.1181008,11984.196400477800000,12055.115322014400000,-0.1181008,71.0885819,7.7166667,255.4937321,12.0551153,,,,,,,,,,,,,,,,,
,,464.0000000,0.236306621517738,1.6196655,71.088706619480600,71.206787747363600,-0.1180811,12055.166947182700000,12126.322109761800000,-0.1180811,71.3248689,7.7333333,256.3444359,12.1263221,,,,,,,,,,,,,,,,,
,,465.0000000,0.236264839274826,1.6231562,71.324992589799600,71.443052586638400,-0.1180600,12126.373800269200000,12197.765162348400000,-0.1180600,71.5611126,7.7500000,257.1949893,12.1977652,,,,,,,,,,,,,,,,,
,,466.0000000,0.236220178219408,1.6266469,71.561235338425700,71.679272764857800,-0.1180374,12197.816917955000000,12269.444435113300000,-0.1180374,71.7973102,7.7666667,258.0453820,12.2694444,,,,,,,,,,,,,,,,,
,,467.0000000,0.236172638895665,1.6301375,71.797431986815300,71.915445403753500,-0.1180134,12269.496255579300000,12341.359880517100000,-0.1180134,72.0334588,7.7833333,258.8956035,12.3413599,,,,,,,,,,,,,,,,,
,,468.0000000,0.236122221882849,1.6336282,72.033579656986900,72.151567625636300,-0.1179880,12341.411765602600000,12413.511448142700000,-0.1179880,72.2695556,7.8000000,259.7456435,12.4135114,,,,,,,,,,,,,,,,,
,,469.0000000,0.236068927795275,1.6371188,72.269675471555700,72.387636553431600,-0.1179611,12413.563397608000000,12485.899084696100000,-0.1179611,72.5055976,7.8166667,260.5954916,12.4858991,,,,,,,,,,,,,,,,,
,,470.0000000,0.236012757282314,1.6406095,72.505716553768600,72.623649310713900,-0.1179328,12485.951098301600000,12558.522734006800000,-0.1179328,72.7415821,7.8333333,261.4451375,12.5585227,,,,,,,,,,,,,,,,,
,,471.0000000,0.235953711028387,1.6441002,72.741700027539600,72.859603021742300,-0.1179030,12558.574811512800000,12631.382337028600000,-0.1179030,72.9775060,7.8500000,262.2945709,12.6313823,,,,,,,,,,,,,,,,,
,,472.0000000,0.235891789752954,1.6475908,72.977623017484500,73.095494811495300,-0.1178718,12631.434478195400000,12704.477831840100000,-0.1178718,73.2133666,7.8666667,263.1437813,12.7044778,,,,,,,,,,,,,,,,,
,,473.0000000,0.235826994210505,1.6510815,73.213482648956100,73.331321805705800,-0.1178392,12704.530036428200000,12777.809153645800000,-0.1178392,73.4491610,7.8833333,263.9927585,12.7778092,,,,,,,,,,,,,,,,,
,,474.0000000,0.235759325190554,1.6545721,73.449276048079300,73.567081130896300,-0.1178051,12777.861421415800000,12851.376234776700000,-0.1178051,73.6848862,7.9000000,264.8414921,12.8513762,,,,,,,,,,,,,,,,,
,,475.0000000,0.235688783517627,1.6580628,73.685000341785800,73.802769914413900,-0.1177696,12851.428565489200000,12925.179004691100000,-0.1177696,73.9205395,7.9166667,265.6899717,12.9251790,,,,,,,,,,,,,,,,,
,,476.0000000,0.235615370051252,1.6615534,73.920652657849700,74.038385284465200,-0.1177326,12925.231398106800000,12999.217389975600000,-0.1177326,74.1561179,7.9333333,266.5381870,12.9992174,,,,,,,,,,,,,,,,,
,,477.0000000,0.235539085685948,1.6650441,74.156230124921600,74.273924370151100,-0.1176942,12999.269845855300000,13073.491314345700000,-0.1176942,74.3916186,7.9500000,267.3861277,13.0734913,,,,,,,,,,,,,,,,,
,,478.0000000,0.235459931351217,1.6685348,74.391729872564700,74.509384301502400,-0.1176544,13073.543832450200000,13148.000698647200000,-0.1176544,74.6270387,7.9666667,268.2337835,13.1480007,,,,,,,,,,,,,,,,,
,,479.0000000,0.235377908011529,1.6720254,74.627149031288700,74.744762209513900,-0.1176132,13148.053278737400000,13222.745460856700000,-0.1176132,74.8623754,7.9833333,269.0811440,13.2227455,,,,,,,,,,,,,,,,,
,,480.0000000,0.235293016666313,1.6755161,74.862484732585500,74.980055226180200,-0.1175705,13222.798102693600000,13297.725516082900000,-0.1175705,75.0976257,8.0000000,269.9281988,13.2977255,,,,,,,,,,,,,,,,,
,,481.0000000,0.235205258349942,1.6790067,75.097734108963900,75.215260484530100,-0.1175264,13297.778219427600000,13372.940776567400000,-0.1175264,75.3327869,8.0166667,270.7749377,13.3729408,,,,,,,,,,,,,,,,,
,,482.0000000,0.235114634131725,1.6824974,75.332894293984400,75.450375118661900,-0.1174808,13372.993541181100000,13448.391151686100000,-0.1174808,75.5678559,8.0333333,271.6213504,13.4483912,,,,,,,,,,,,,,,,,
,,483.0000000,0.235021145115888,1.6859881,75.567962422294400,75.685396263777700,-0.1174338,13448.443977330000000,13524.076547949900000,-0.1174338,75.8028301,8.0500000,272.4674265,13.5240765,,,,,,,,,,,,,,,,,
,,484.0000000,0.234924792441567,1.6894787,75.802935629663000,75.920321056219300,-0.1173854,13524.129434385300000,13599.996869006100000,-0.1173854,76.0377065,8.0666667,273.3131558,13.5999969,,,,,,,,,,,,,,,,,
,,485.0000000,0.234825577282787,1.6929694,76.037811053015700,76.155146633502100,-0.1173356,13600.049815994600000,13676.152015639600000,-0.1173356,76.2724822,8.0833333,274.1585279,13.6761520,,,,,,,,,,,,,,,,,
,,486.0000000,0.234723500848454,1.6964600,76.272585830469600,76.389870134350600,-0.1172843,13676.205022942700000,13752.541885773900000,-0.1172843,76.5071544,8.1000000,275.0035325,13.7525419,,,,,,,,,,,,,,,,,
,,487.0000000,0.234618564382338,1.6999507,76.507257101368300,76.624488698732900,-0.1172316,13752.594953153400000,13829.166374472700000,-0.1172316,76.7417203,8.1166667,275.8481593,13.8291664,,,,,,,,,,,,,,,,,
,,488.0000000,0.234510769163056,1.7034413,76.741822006316200,76.858999467896000,-0.1171775,13829.219501690100000,13906.025373940600000,-0.1171775,76.9761769,8.1333333,276.6923981,13.9060254,,,,,,,,,,,,,,,,,
,,489.0000000,0.234400116504059,1.7069320,76.976277687214100,77.093399584400000,-0.1171219,13906.078560758000000,13983.118773525000000,-0.1171219,77.2105215,8.1500000,277.5362385,13.9831188,,,,,,,,,,,,,,,,,
,,490.0000000,0.234286607753614,1.7104227,77.210621287293500,77.327686192153600,-0.1170649,13983.172019704300000,14060.446459717100000,-0.1170649,77.4447511,8.1666667,278.3796703,14.0604465,,,,,,,,,,,,,,,,,
,,491.0000000,0.234170244294791,1.7139133,77.444849951151500,77.561856436448400,-0.1170065,14060.499765020500000,14138.008316153600000,-0.1170065,77.6788629,8.1833333,279.2226832,14.1380083,,,,,,,,,,,,,,,,,
,,492.0000000,0.234051027545440,1.7174040,77.678960824785800,77.795907463993900,-0.1169466,14138.061680343200000,14215.804223617600000,-0.1169466,77.9128541,8.2000000,280.0652669,14.2158042,,,,,,,,,,,,,,,,,
,,493.0000000,0.233928958958180,1.7208946,77.912951055629300,78.029836422952000,-0.1168854,14215.857646455700000,14293.834060040500000,-0.1168854,78.1467218,8.2166667,280.9074111,14.2938341,,,,,,,,,,,,,,,,,
,,494.0000000,0.233804040020379,1.7243853,78.146817792584900,78.263640462972400,-0.1168227,14293.887541289800000,14372.097700503500000,-0.1168227,78.3804631,8.2333333,281.7491057,14.3720977,,,,,,,,,,,,,,,,,
,,495.0000000,0.233676272254135,1.7278760,78.380558186060200,78.497316735226500,-0.1167585,14372.151239926400000,14450.595017238700000,-0.1167585,78.6140753,8.2500000,282.5903402,14.4505950,,,,,,,,,,,,,,,,,
,,496.0000000,0.233545657216256,1.7313666,78.614169388002300,78.730862392442800,-0.1166930,14450.648614598000000,14529.325879631200000,-0.1166930,78.8475554,8.2666667,283.4311046,14.5293259,,,,,,,,,,,,,,,,,
,,497.0000000,0.233412196498247,1.7348573,78.847648551932300,78.964274588941000,-0.1166260,14529.379534689700000,14608.290154220100000,-0.1166260,79.0809006,8.2833333,284.2713885,14.6082902,,,,,,,,,,,,,,,,,
,,498.0000000,0.233275891726285,1.7383479,79.080992832980400,79.197550480667300,-0.1165576,14608.343866740900000,14687.487704700800000,-0.1165576,79.3141081,8.3000000,285.1111817,14.6874877,,,,,,,,,,,,,,,,,
,,499.0000000,0.233136744561198,1.7418386,79.314199387920100,79.430687225228500,-0.1164878,14687.541474447000000,14766.918391926000000,-0.1164878,79.5471751,8.3166667,285.9504740,14.7669184,,,,,,,,,,,,,,,,,
,,500.0000000,0.232994756698453,1.7453293,79.547265375203200,79.663681981927000,-0.1164166,14766.972218660800000,14846.582073907900000,-0.1164166,79.7800986,8.3333333,286.7892551,14.8465821,,,,,,,,,,,,,,,,,
,,501.0000000,0.232849929868127,1.7488199,79.780187954994100,79.896531911795100,-0.1163440,14846.635957394900000,14926.478605819700000,-0.1163440,80.0128759,8.3500000,287.6275149,14.9264786,,,,,,,,,,,,,,,,,
,,502.0000000,0.232702265834887,1.7523106,80.012964289204800,80.129234177630000,-0.1162699,14926.532545822300000,15006.607839997400000,-0.1162699,80.2455041,8.3666667,288.4652430,15.0066078,,,,,,,,,,,,,,,,,
,,503.0000000,0.232551766397975,1.7558012,80.245591541529000,80.361785944028000,-0.1161944,15006.661836279300000,15086.969625941400000,-0.1161944,80.4779803,8.3833333,289.3024294,15.0869696,,,,,,,,,,,,,,,,,
,,504.0000000,0.232398433391178,1.7592919,80.478066877477000,80.594184377419100,-0.1161175,15087.023678266500000,15167.563810318800000,-0.1161175,80.7103019,8.4000000,290.1390638,15.1675638,,,,,,,,,,,,,,,,,
,,505.0000000,0.232242268682811,1.7627825,80.710387464410400,80.826426646102000,-0.1160392,15167.617918451200000,15248.390236964900000,-0.1160392,80.9424658,8.4166667,290.9751359,15.2483902,,,,,,,,,,,,,,,,,
,,506.0000000,0.232083274175691,1.7662732,80.942550471576000,81.058509920277600,-0.1159594,15248.444400668700000,15329.448746885200000,-0.1159594,81.1744694,8.4333333,291.8106357,15.3294487,,,,,,,,,,,,,,,,,
,,507.0000000,0.231921451807116,1.7697639,81.174553070140900,81.290431372084800,-0.1158783,15329.502965924800000,15410.739178257300000,-0.1158783,81.4063097,8.4500000,292.6455529,15.4107392,,,,,,,,,,,,,,,,,
,,508.0000000,0.231756803548841,1.7732545,81.406392433226600,81.522188175633600,-0.1157957,15410.793452397200000,15492.261366432900000,-0.1157957,81.6379839,8.4666667,293.4798774,15.4922614,,,,,,,,,,,,,,,,,
,,509.0000000,0.231589331407053,1.7767452,81.638065735943700,81.753777507040700,-0.1157118,15492.315695437800000,15574.015143939900000,-0.1157118,81.8694893,8.4833333,294.3135990,15.5740151,,,,,,,,,,,,,,,,,
,,510.0000000,0.231419037422346,1.7802358,81.869570155426100,81.985196544463000,-0.1156264,15574.069527574600000,15656.000340484400000,-0.1156264,82.1008229,8.5000000,295.1467076,15.6560003,,,,,,,,,,,,,,,,,
,,511.0000000,0.231245923669700,1.7837265,82.100902870865400,82.216442468132700,-0.1155396,15656.054778513900000,15738.216782952500000,-0.1155396,82.3319821,8.5166667,295.9791929,15.7382168,,,,,,,,,,,,,,,,,
,,512.0000000,0.231069992258451,1.7872172,82.332061063545500,82.447512460391200,-0.1154514,15738.271275142100000,15820.664295412900000,-0.1154514,82.5629639,8.5333333,296.8110449,15.8206643,,,,,,,,,,,,,,,,,
,,513.0000000,0.230891245332268,1.7907078,82.563041916876900,82.678403705723400,-0.1153618,15820.718841527900000,15903.342699118700000,-0.1153618,82.7937655,8.5500000,297.6422533,15.9033427,,,,,,,,,,,,,,,,,
,,514.0000000,0.230709685069124,1.7941985,82.793842616430700,82.909113390792600,-0.1152708,15903.397298924600000,15986.251812509400000,-0.1152708,83.0243842,8.5666667,298.4728082,15.9862518,,,,,,,,,,,,,,,,,
,,515.0000000,0.230525313681276,1.7976891,83.024460349973200,83.139638704473800,-0.1151784,15986.306465772000000,16069.391451213900000,-0.1151784,83.2548171,8.5833333,299.3026993,16.0693915,,,,,,,,,,,,,,,,,
,,516.0000000,0.230338133415230,1.8011798,83.254892307500200,83.369976837889100,-0.1150845,16069.446157699100000,16152.761428051800000,-0.1150845,83.4850614,8.6000000,300.1319166,16.1527614,,,,,,,,,,,,,,,,,
,,517.0000000,0.230148146551719,1.8046704,83.485135681270800,83.600124984440800,-0.1149893,16152.816187525800000,16236.361553036200000,-0.1149893,83.7151143,8.6166667,300.9604499,16.2363616,,,,,,,,,,,,,,,,,
,,518.0000000,0.229955355405672,1.8081611,83.715187665842400,83.830080339846400,-0.1148927,16236.416365265300000,16320.191633376100000,-0.1148927,83.9449730,8.6333333,301.7882892,16.3201916,,,,,,,,,,,,,,,,,
,,519.0000000,0.229759762326189,1.8116518,83.945045458104000,84.059840102172600,-0.1147946,16320.246498126700000,16404.251473478300000,-0.1147946,84.1746347,8.6500000,302.6154244,16.4042515,,,,,,,,,,,,,,,,,
,,520.0000000,0.229561369696510,1.8151424,84.174706257311000,84.289401471869100,-0.1146952,16404.306390517100000,16488.540874950100000,-0.1146952,84.4040967,8.6666667,303.4418453,16.4885409,,,,,,,,,,,,,,,,,
,,521.0000000,0.229360179933986,1.8186331,84.404167265119000,84.518761651803100,-0.1145944,16488.595844044100000,16573.059636601900000,-0.1145944,84.6333560,8.6833333,304.2675419,16.5730596,,,,,,,,,,,,,,,,,
,,522.0000000,0.229156195490052,1.8221237,84.633425685618100,84.747917847293200,-0.1144922,16573.114657518200000,16657.807554449200000,-0.1144922,84.8624100,8.7000000,305.0925043,16.6578076,,,,,,,,,,,,,,,,,
,,523.0000000,0.228949418850193,1.8256144,84.862478725366700,84.976867266143400,-0.1143885,16657.862626955100000,16742.784421715400000,-0.1143885,85.0912558,8.7166667,305.9167222,16.7427844,,,,,,,,,,,,,,,,,
,,524.0000000,0.228739852533917,1.8291051,85.091323593426000,85.205607118677300,-0.1142835,16742.839545578300000,16827.990028834100000,-0.1142835,85.3198906,8.7333333,306.7401856,16.8279900,,,,,,,,,,,,,,,,,
,,525.0000000,0.228527499094723,1.8325957,85.319957501393200,85.434134617772000,-0.1141771,16828.045203821900000,16913.424163451800000,-0.1141771,85.5483117,8.7500000,307.5628846,16.9134242,,,,,,,,,,,,,,,,,
,,526.0000000,0.228312361120073,1.8360864,85.548377663436500,85.662446978892100,-0.1140693,16913.479389332400000,16999.086610430700000,-0.1140693,85.7765163,8.7666667,308.3848091,16.9990866,,,,,,,,,,,,,,,,,
,,527.0000000,0.228094441231353,1.8395770,85.776581296328300,85.890541420123400,-0.1139601,16999.141886972300000,17084.977151850800000,-0.1139601,86.0045015,8.7833333,309.2059491,17.0849772,,,,,,,,,,,,,,,,,
,,528.0000000,0.227873742083848,1.8430677,86.004565619479300,86.118415162207300,-0.1138495,17085.032478821800000,17171.095567013000000,-0.1138495,86.2322647,8.8000000,310.0262946,17.1710956,,,,,,,,,,,,,,,,,
,,529.0000000,0.227650266366710,1.8465583,86.232327854972400,86.346065428574000,-0.1137376,17171.150944182000000,17257.441632441600000,-0.1137376,86.4598030,8.8166667,310.8458355,17.2574416,,,,,,,,,,,,,,,,,
,,530.0000000,0.227424016802917,1.8500490,86.459865227596800,86.573489445376900,-0.1136242,17257.497059577500000,17344.015121887000000,-0.1136242,86.6871137,8.8333333,311.6645620,17.3440151,,,,,,,,,,,,,,,,,
,,531.0000000,0.227194996149250,1.8535397,86.687174964881200,86.800684441526200,-0.1135095,17344.070598758800000,17430.815806328500000,-0.1135095,86.9141939,8.8500000,312.4824640,17.4308158,,,,,,,,,,,,,,,,,
,,532.0000000,0.226963207196254,1.8570303,86.914254297128500,87.027647648722400,-0.1133934,17430.871332705500000,17517.843453977200000,-0.1133934,87.1410410,8.8666667,313.2995315,17.5178435,,,,,,,,,,,,,,,,,
,,533.0000000,0.226728652768203,1.8605210,87.141100457448400,87.254376301490600,-0.1132758,17517.899029629000000,17605.097830278700000,-0.1132758,87.3676521,8.8833333,314.1157547,17.6050978,,,,,,,,,,,,,,,,,
,,534.0000000,0.226491335723069,1.8640116,87.367710681792100,87.480867637213700,-0.1131570,17605.153454975100000,17692.578697916000000,-0.1131570,87.5940246,8.9000000,314.9311235,17.6925787,,,,,,,,,,,,,,,,,
,,535.0000000,0.226251258952486,1.8675023,87.594082208985700,87.707118896166200,-0.1130367,17692.634371426800000,17780.285816812100000,-0.1130367,87.8201556,8.9166667,315.7456280,17.7802858,,,,,,,,,,,,,,,,,
,,536.0000000,0.226008425381713,1.8709930,87.820212280763300,87.933127321547900,-0.1129150,17780.341538907800000,17868.218944133700000,-0.1129150,88.0460424,8.9333333,316.5592584,17.8682189,,,,,,,,,,,,,,,,,
,,537.0000000,0.225762837969601,1.8744836,88.046098141801600,88.158890159517500,-0.1127920,17868.274714584700000,17956.377834293200000,-0.1127920,88.2716822,8.9500000,317.3720046,17.9563778,,,,,,,,,,,,,,,,,
,,538.0000000,0.225514499708555,1.8779743,88.271737039752500,88.384404659226000,-0.1126676,17956.433652870400000,18044.762238952400000,-0.1126676,88.4970723,8.9666667,318.1838568,18.0447622,,,,,,,,,,,,,,,,,
,,539.0000000,0.225263413624497,1.8814649,88.497126225277300,88.609668072850500,-0.1125418,18044.818105426700000,18133.371907025300000,-0.1125418,88.7222099,8.9833333,318.9948051,18.1333719,,,,,,,,,,,,,,,,,
,,540.0000000,0.225009582776834,1.8849556,88.722262952079900,88.834677655627400,-0.1124147,18133.427821168000000,18222.206584680900000,-0.1124147,88.9470924,9.0000000,319.8048396,18.2222066,,,,,,,,,,,,,,,,,
,,541.0000000,0.224753010258413,1.8884463,88.947144476940400,89.059430665885800,-0.1122862,18222.262546263600000,18311.266015346800000,-0.1122862,89.1717169,9.0166667,320.6139504,18.3112660,,,,,,,,,,,,,,,,,
,,542.0000000,0.224493699195489,1.8919369,89.171768059748200,89.283924365081300,-0.1121563,18311.322024141200000,18400.549939711900000,-0.1121563,89.3960807,9.0333333,321.4221277,18.4005499,,,,,,,,,,,,,,,,,
,,543.0000000,0.224231652747687,1.8954276,89.396130963536000,89.508156017829000,-0.1120251,18400.605995490000000,18490.058095729700000,-0.1120251,89.6201811,9.0500000,322.2293617,18.4900581,,,,,,,,,,,,,,,,,
,,544.0000000,0.223966874107959,1.8989182,89.620230454512600,89.732122891936900,-0.1118924,18490.114198263900000,18579.790218621600000,-0.1118924,89.8440153,9.0666667,323.0356424,18.5797902,,,,,,,,,,,,,,,,,
,,545.0000000,0.223699366502550,1.9024089,89.844063802096300,89.955822258439500,-0.1117585,18579.846367684500000,18669.746040880100000,-0.1117585,90.0675807,9.0833333,323.8409601,18.6697460,,,,,,,,,,,,,,,,,
,,546.0000000,0.223429133190956,1.9058995,90.067628278948600,90.179251391630400,-0.1116231,18669.802236244500000,18759.925292271700000,-0.1116231,90.2908745,9.1000000,324.6453050,18.7599253,,,,,,,,,,,,,,,,,
,,547.0000000,0.223156177465883,1.9093902,90.290921161006700,90.402407569096300,-0.1114864,18759.981533710800000,18850.327699840800000,-0.1114864,90.5138940,9.1166667,325.4486672,18.8503277,,,,,,,,,,,,,,,,,
,,548.0000000,0.222880502653212,1.9128809,90.513939727517400,90.625288071749500,-0.1113483,18850.383987128000000,18940.952987912500000,-0.1113483,90.7366364,9.1333333,326.2510371,18.9409530,,,,,,,,,,,,,,,,,
,,549.0000000,0.222602112111952,1.9163715,90.736681261069900,90.847890183861500,-0.1112089,18941.009320821500000,19031.800878096400000,-0.1112089,90.9590991,9.1500000,327.0524047,19.0318009,,,,,,,,,,,,,,,,,
,,550.0000000,0.222321009234206,1.9198622,90.959143047628800,91.070211193095700,-0.1110681,19031.857256401100000,19122.871089289500000,-0.1110681,91.1812793,9.1666667,327.8527603,19.1228711,,,,,,,,,,,,,,,,,
,,551.0000000,0.222037197445122,1.9233528,91.181322376567500,91.292248390540800,-0.1109260,19122.927512764200000,19214.163337680000000,-0.1109260,91.4031744,9.1833333,328.6520942,19.2141633,,,,,,,,,,,,,,,,,
,,552.0000000,0.221750680202858,1.9268435,91.403216540701000,91.513999070743700,-0.1107825,19214.219806099200000,19305.677336750800000,-0.1107825,91.6247816,9.2000000,329.4503967,19.3056773,,,,,,,,,,,,,,,,,
,,553.0000000,0.221461460998536,1.9303342,91.624822836318800,91.735460531742200,-0.1106377,19305.733849889400000,19397.412797282500000,-0.1106377,91.8460982,9.2166667,330.2476579,19.3974128,,,,,,,,,,,,,,,,,
,,554.0000000,0.221169543356201,1.9338248,91.846138563218300,91.956630075098400,-0.1104915,19397.469354915600000,19489.369427357600000,-0.1104915,92.0671216,9.2333333,331.0438683,19.4893694,,,,,,,,,,,,,,,,,
,,555.0000000,0.220874930832777,1.9373155,92.067161024737200,92.177505005931200,-0.1103440,19489.426029260600000,19581.546932363600000,-0.1103440,92.2878490,9.2500000,331.8390180,19.5815469,,,,,,,,,,,,,,,,,
,,556.0000000,0.220577627018024,1.9408061,92.287887527786400,92.398082632949200,-0.1101951,19581.603578312200000,19673.945014996500000,-0.1101951,92.5082777,9.2666667,332.6330975,19.6739450,,,,,,,,,,,,,,,,,
,,557.0000000,0.220277635534497,1.9442968,92.508315382883300,92.618360268483700,-0.1100449,19674.001704766800000,19766.563375265000000,-0.1100449,92.7284052,9.2833333,333.4260970,19.7665634,,,,,,,,,,,,,,,,,
,,558.0000000,0.219974960037495,1.9477874,92.728441904183900,92.838335228521200,-0.1098933,19766.620108633300000,19859.401710493500000,-0.1098933,92.9482286,9.3000000,334.2180068,19.8594017,,,,,,,,,,,,,,,,,
,,559.0000000,0.219669604215026,1.9512781,92.948264409516100,93.058004832736200,-0.1097404,19859.458487236500000,19952.459715326200000,-0.1097404,93.1677453,9.3166667,335.0088174,19.9524597,,,,,,,,,,,,,,,,,
,,560.0000000,0.219361571787753,1.9547688,93.167780220412000,93.277366404524000,-0.1095862,19952.516535220800000,20045.737081730800000,-0.1095862,93.3869526,9.3333333,335.7985191,20.0457371,,,,,,,,,,,,,,,,,
,,561.0000000,0.219050866508953,1.9582594,93.386986662140700,93.496417271032900,-0.1094306,20045.793944554200000,20139.233499001800000,-0.1094306,93.6058479,9.3500000,336.5871022,20.1392335,,,,,,,,,,,,,,,,,
,,562.0000000,0.218737492164474,1.9617501,93.605881063741000,93.715154763197400,-0.1092737,20139.290404531700000,20232.948653765000000,-0.1092737,93.8244285,9.3666667,337.3745571,20.2329487,,,,,,,,,,,,,,,,,
,,563.0000000,0.218421452572682,1.9652407,93.824460758053500,93.933576215770100,-0.1091155,20233.005601779200000,20326.882229980800000,-0.1091155,94.0426917,9.3833333,338.1608744,20.3268822,,,,,,,,,,,,,,,,,
,,564.0000000,0.218102751584420,1.9687314,94.042723081753800,94.151678967354500,-0.1089559,20326.939220257600000,20421.033908948100000,-0.1089559,94.2606349,9.4000000,338.9460443,20.4210339,,,,,,,,,,,,,,,,,
,,565.0000000,0.217781393082959,1.9722221,94.260665375384300,94.369460360437500,-0.1087950,20421.090941266000000,20515.403369308600000,-0.1087950,94.4782553,9.4166667,339.7300573,20.5154034,,,,,,,,,,,,,,,,,
,,566.0000000,0.217457380983950,1.9757127,94.478284983386800,94.586917741421400,-0.1086328,20515.460443446400000,20609.990287050000000,-0.1086328,94.6955505,9.4333333,340.5129039,20.6099903,,,,,,,,,,,,,,,,,
,,567.0000000,0.217130719235380,1.9792034,94.695579254135300,94.804048460656800,-0.1084692,20610.047402787000000,20704.794335510600000,-0.1084692,94.9125177,9.4500000,341.2945745,20.7047943,,,,,,,,,,,,,,,,,
,,568.0000000,0.216801411817518,1.9826940,94.912545539967500,95.020849872474300,-0.1083043,20704.851492626300000,20799.815185383100000,-0.1083043,95.1291542,9.4666667,342.0750595,20.7998152,,,,,,,,,,,,,,,,,
,,569.0000000,0.216469462742872,1.9861847,95.129181197217700,95.237319335217200,-0.1081381,20799.872383657400000,20895.052504718300000,-0.1081381,95.3454575,9.4833333,342.8543496,20.8950525,,,,,,,,,,,,,,,,,
,,570.0000000,0.216134876056136,1.9896753,95.345483586248900,95.453454211273300,-0.1079706,20895.109743931300000,20990.505958929600000,-0.1079706,95.5614248,9.5000000,343.6324352,20.9905060,,,,,,,,,,,,,,,,,
,,571.0000000,0.215797655834143,1.9931660,95.561450071484500,95.669251867107500,-0.1078018,20990.563238861900000,21086.175210796700000,-0.1078018,95.7770537,9.5166667,344.4093067,21.0861752,,,,,,,,,,,,,,,,,
,,572.0000000,0.215457806185815,1.9966567,95.777078021441300,95.884709673293300,-0.1076317,21086.232531229200000,21182.059920470000000,-0.1076317,95.9923413,9.5333333,345.1849548,21.1820599,,,,,,,,,,,,,,,,,
,,573.0000000,0.215115331252113,2.0001473,95.992364808760700,96.099825004545400,-0.1074602,21182.117281183800000,21278.159745474500000,-0.1074602,96.2072852,9.5500000,345.9593700,21.2781597,,,,,,,,,,,,,,,,,
,,574.0000000,0.214770235205986,2.0036380,96.207307810241100,96.314595239751400,-0.1072874,21278.217146251300000,21374.474340714300000,-0.1072874,96.4218827,9.5666667,346.7325429,21.3744743,,,,,,,,,,,,,,,,,
,,575.0000000,0.214422522252321,2.0071286,96.421904406869800,96.529017762003700,-0.1071134,21374.531781336000000,21471.003358476300000,-0.1071134,96.6361311,9.5833333,347.5044639,21.4710034,,,,,,,,,,,,,,,,,
